artist,attack,collectible,cost,durability,dust,entourage,faction,flavor,health,howToEarn,howToEarnGolden,id,mechanics,name,overload,playRequirements,playerClass,race,rarity,set,spellDamage,targetingArrowText,text,type
Jim Pavelec,,True,2.0,,,,,Double the trouble. Double the fun!,,Unlocked at Level 2.,Unlocked at Level 28.,CS2_236,,Divine Spirit,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PRIEST,,COMMON,CORE,,,Double a minion's Health.,SPELL
Mark Zug,3.0,True,3.0,,"[1600, 3200, 400, 1600]",,,"LOVES being called ""the wonder twins"".",4.0,,,AT_129,,Fjola Lightbane,,,NEUTRAL,,LEGENDARY,TGT,,,"Whenever <b>you</b> target this minion with a spell, gain <b>Divine Shield.</b>",MINION
Luke Mancini,4.0,True,6.0,,"[40, 400, 5, 50]",,ALLIANCE,Harpies are not pleasant sounding.  That's the nicest I can put it.,5.0,,,EX1_033,['WINDFURY'],Windfury Harpy,,,NEUTRAL,,COMMON,EXPERT1,,,<b>Windfury</b>,MINION
James Ryman,6.0,True,6.0,,"[400, 1600, 100, 400]",,,A little better than Sea Minus Reaver.,7.0,,,AT_130,['TOPDECK'],Sea Reaver,,,WARRIOR,,EPIC,TGT,,,"When you draw this, deal 1 damage to your minions.",MINION
Jimmy Lo,,True,1.0,,"[40, 400, 5, 50]",,,Golce and Dabbana have a new line of Earth Totems available at vendors everywhere this holiday season.,,,,OG_023,,Primal Fusion,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",SHAMAN,,COMMON,OG,,,Give a minion +1/+1 for each of your Totems.,SPELL
Wei Wang,7.0,True,7.0,,"[1600, 3200, 400, 1600]",,,"He's been exiled from his home, and all his brothers turned evil, but otherwise he doesn't have a lot to complain about.",7.0,,,EX1_350,,Prophet Velen,,,PRIEST,,LEGENDARY,EXPERT1,,,Double the damage and healing of your spells and Hero Power.,MINION
Glenn Rane,3.0,True,4.0,,,,,"This soul just <i>wails</i> on you. Dang, soul, let up already.",5.0,"Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",FP1_016,['BATTLECRY'],Wailing Soul,,,NEUTRAL,,RARE,NAXX,,,<b>Battlecry: Silence</b> your other minions.,MINION
James Ryman,6.0,True,8.0,,"[1600, 3200, 400, 1600]",,,"Foe reaping is really not so different from harvest reaping, at the end of the day.",9.0,,,GVG_113,,Foe Reaper 4000,,,NEUTRAL,MECHANICAL,LEGENDARY,GVG,,,Also damages the minions next to whomever he attacks.,MINION
Trent Kaniuga,4.0,True,5.0,,"[1600, 3200, 400, 1600]",,,Do not push the big red button!,5.0,,,GVG_111,,Mimiron's Head,,,NEUTRAL,MECHANICAL,LEGENDARY,GVG,,,"At the start of your turn, if you have at least 3 Mechs, destroy them all and form V-07-TR-0N.",MINION
Steve Prescott,1.0,True,1.0,,,,HORDE,Don't bother asking her out on a date.  She'll shoot you down.,1.0,,Unlocked at Druid Level 57.,CS2_189,['BATTLECRY'],Elven Archer,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_NONSELF_TARGET': 0}",NEUTRAL,,COMMON,CORE,,Deal 1 damage.,<b>Battlecry:</b> Deal 1 damage.,MINION
Mishi McCaig,,True,2.0,,"[40, 400, 5, 50]",,,The best offense is a good defense.,,,,AT_068,,Bolster,,,WARRIOR,,COMMON,TGT,,,Give your <b>Taunt</b> minions +2/+2.,SPELL
Wayne Reynolds,,True,1.0,,,,,"It starts with stealing a pen from work, and before you know it, BOOM!  Corrupted!",,Unlocked at Level 2.,Unlocked at Level 32.,CS2_063,,Corruption,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0, 'REQ_ENEMY_TARGET': 0}",WARLOCK,,COMMON,CORE,,,"Choose an enemy minion. At the start of your turn, destroy it.",SPELL
Slawomir Maniak,6.0,True,6.0,,,,,"Drakonids were created to have all the bad parts of a dragon in the form of a humaniod. But, like, why?",6.0,"Unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.","Crafting unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.",BRM_024,['BATTLECRY'],Drakonid Crusher,,,NEUTRAL,DRAGON,COMMON,BRM,,,"<b>Battlecry:</b> If your opponent has 15 or less Health, gain +3/+3.",MINION
Alex Garner,6.0,True,5.0,,"[100, 800, 20, 100]",,,"First she separates them from the lights, washes them in cold water, and hang-dries.",5.0,,,OG_096,"['BATTLECRY', 'RITUAL']",Twilight Darkmender,,,PRIEST,,RARE,OG,,,"<b>Battlecry:</b> If your C'Thun  has at least 10 Attack, restore 10 Health to your hero.",MINION
Matt Dixon,4.0,True,4.0,,"[40, 400, 5, 50]",,,Roll ‘greed’ OR THIS COULD HAPPEN TO YOU.,2.0,,,OG_323,['DEATHRATTLE'],Polluted Hoarder,,,NEUTRAL,,COMMON,OG,,,<b>Deathrattle:</b> Draw a card.,MINION
Phill Gonzales,2.0,True,3.0,,,,,"""That's a 50 DKP minus!""",2.0,,Unlocked at Warrior Level 57.,CS2_122,['AURA'],Raid Leader,,,NEUTRAL,,FREE,CORE,,,Your other minions have +1 Attack.,MINION
Clint Langley,,True,1.0,,,,,"This spell has been renamed so many times, even paladins don’t know what it should be called anymore.",,Unlocked at Level 1.,Unlocked at Level 23.,EX1_371,,Hand of Protection,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PALADIN,,FREE,CORE,,,Give a minion <b>Divine Shield</b>.,SPELL
Skan Srisuwan,1.0,True,2.0,,"[40, 400, 5, 50]",,,This card is the real thing.,2.0,,,GVG_103,,Micro Machine,,,NEUTRAL,MECHANICAL,COMMON,GVG,,,"At the start of each turn, gain +1 Attack.",MINION
Tyler Walpole,,True,5.0,,"[100, 800, 20, 100]",,,This card causes double the trouble AND double the fun.,,,,EX1_355,,Blessed Champion,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PALADIN,,RARE,EXPERT1,,,Double a minion's Attack.,SPELL
Chris Seaman,4.0,True,5.0,,"[400, 1600, 100, 400]",,,Mere devilsaurs no longer excite him.  Soon he'll be trying to catch Onyxia with only a dull Krol Blade.,2.0,,,EX1_005,['BATTLECRY'],Big Game Hunter,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_TARGET_MIN_ATTACK': 7, 'REQ_MINION_TARGET': 0}",NEUTRAL,,EPIC,EXPERT1,,Destroy a minion with an Attack of 7 or more.,<b>Battlecry:</b> Destroy a minion with an Attack of 7 or more.,MINION
Tyler Walpole,0.0,True,4.0,,"[40, 400, 5, 50]",,,NOT LESS THAN 1!  Don't get any ideas!,4.0,,,EX1_315,['AURA'],Summoning Portal,,,WARLOCK,,COMMON,EXPERT1,,,"Your minions cost (2) less, but not less than (1).",MINION
Scott Hampton,4.0,True,4.0,,"[40, 400, 5, 50]",,ALLIANCE,"Guardians of Dark Iron Ore.  Perhaps the most annoying ore, given where you have to forge it.",4.0,,,EX1_046,['BATTLECRY'],Dark Iron Dwarf,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",NEUTRAL,,COMMON,EXPERT1,,Give +2 Attack.,<b>Battlecry:</b> Give a minion +2 Attack this turn.,MINION
Jaemin Kim,1.0,True,1.0,,"[400, 1600, 100, 400]",,,Murloc.  It's what's for dinner.,2.0,,,NEW1_017,['BATTLECRY'],Hungry Crab,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_TARGET_WITH_RACE': 14}",NEUTRAL,BEAST,EPIC,EXPERT1,,,<b>Battlecry:</b> Destroy a Murloc and gain +2/+2.,MINION
Jesper Ejsing,2.0,True,2.0,,"[400, 1600, 100, 400]",,,"He'll never admit it, but he pushes you hard because he really cares about you.",3.0,,,AT_080,,Garrison Commander,,,NEUTRAL,,EPIC,TGT,,,You can use your Hero Power twice a turn.,MINION
Warren Mahy,,True,1.0,,,,,You'd think you'd be able to control your missiles a little better since you're a powerful mage and all.,,Unlocked at Level 1.,Unlocked at Level 32.,EX1_277,['ImmuneToSpellpower'],Arcane Missiles,,,MAGE,,FREE,CORE,,,Deal $3 damage randomly split among all enemies.,SPELL
Efrem Palacios,2.0,True,3.0,,"[40, 400, 5, 50]",,HORDE,"He's stationed in the Hellfire Peninsula, but he's hoping for a reassignment closer to Orgrimmar, or really anywhere the ground is less on fire.",3.0,,,EX1_021,['WINDFURY'],Thrallmar Farseer,,,NEUTRAL,,COMMON,EXPERT1,,,<b>Windfury</b>,MINION
Sean O’Daniels,5.0,True,7.0,,"[400, 1600, 100, 400]",,,"Young Night Elves love to play ""Who can get the Ancient of War to Uproot?""  You lose if you get crushed to death.",5.0,,,EX1_178,['CHOOSE_ONE'],Ancient of War,,,DRUID,,EPIC,EXPERT1,,,"<b>Choose One</b> -
+5 Attack; or +5 Health and <b>Taunt</b>.",MINION
Jessica Jung,,True,1.0,,,,,"Sure the extra protection is nice, but the shield really reduces visibility.",,Unlocked at Level 1.,Unlocked at Level 47.,CS2_004,,Power Word: Shield,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PRIEST,,FREE,CORE,,,"Give a minion +2 Health.
Draw a card.",SPELL
Alex Horley Orlandelli,1.0,True,4.0,,"[400, 1600, 100, 400]",,,"Crescendo himself summoned this steed, riding it to victory in the Grand Tournament.  Wherever he rides, an army of riders ride behind him, supporting the legendary champion.",1.0,,,AT_019,['DEATHRATTLE'],Dreadsteed,,,WARLOCK,DEMON,EPIC,TGT,,,<b>Deathrattle:</b> Summon a Dreadsteed.,MINION
Raven Mimura,,True,3.0,,"[40, 400, 5, 50]",,,"""You go first."" - Krush'gor the Behemoth, to his pet boar.",,,,EX1_294,['SECRET'],Mirror Entity,,,MAGE,,COMMON,EXPERT1,,,"<b>Secret:</b> After your opponent plays a minion, summon a copy of it.",SPELL
Dan Scott,7.0,True,5.0,,"[400, 1600, 100, 400]",,,Nothing beats rock.,8.0,,,EX1_250,['TAUNT'],Earth Elemental,3.0,,SHAMAN,,EPIC,EXPERT1,,,<b>Taunt</b>. <b>Overload:</b> (3),MINION
Sean McNally,3.0,True,5.0,,"[100, 800, 20, 100]",,,"Allowing totems to attack is not cheating.  I mean, there isn't anything in the rule books about it.",6.0,,,AT_049,['INSPIRE'],Thunder Bluff Valiant,,,SHAMAN,,RARE,TGT,,,<b>Inspire:</b> Give your Totems +2 Attack.,MINION
Zoltan & Gabor,,True,2.0,,,,,"If you are often bathed in Holy Light, you should consider wearing sunscreen.",,Unlocked at Level 1.,Unlocked at Level 15.,CS2_089,,Holy Light,,{'REQ_TARGET_TO_PLAY': 0},PALADIN,,FREE,CORE,,,Restore #6 Health.,SPELL
Richard Wright,,True,3.0,,,,,Why does a forgotten torch turn into a roaring torch with no provocation?  It's one of life's many mysteries.,,Unlocked by starting the League of Explorers adventure.,Can be crafted after starting the League of Explorers adventure.,LOE_002,,Forgotten Torch,,{'REQ_TARGET_TO_PLAY': 0},MAGE,,COMMON,LOE,,,Deal $3 damage. Shuffle a 'Roaring Torch' into your deck that deals 6 damage.,SPELL
Paul Mafayon,3.0,True,4.0,,,,,"Ragnaros interviews hundreds of Fire Elementals for the position of ""Destroyer"" but very few have what it takes.",6.0,"Unlocked in Blackwing Lair, in the Blackrock Mountain adventure.","Crafting unlocked in Blackwing Lair, in the Blackrock Mountain adventure.",BRM_012,['BATTLECRY'],Fireguard Destroyer,1.0,,SHAMAN,,COMMON,BRM,,,<b>Battlecry:</b> Gain 1-4 Attack. <b>Overload:</b> (1),MINION
Richard Wright,,True,0.0,,,,,"""Cast Moonfire, and never stop."" - How to Be a Druid, Chapter 5, Section 3",,Unlocked at Level 6.,Unlocked at Level 40.,CS2_008,,Moonfire,,{'REQ_TARGET_TO_PLAY': 0},DRUID,,COMMON,CORE,,,Deal $1 damage.,SPELL
Court Jones,2.0,True,4.0,,,,ALLIANCE,"She's never quite sure what she's making, she just knows it's AWESOME!",4.0,,Unlocked at Priest Level 57.,CS2_147,['BATTLECRY'],Gnomish Inventor,,,NEUTRAL,,COMMON,CORE,,,<b>Battlecry:</b> Draw a card.,MINION
,,True,,,,,,,30.0,,,HERO_04,,Uther Lightbringer,,,PALADIN,,FREE,CORE,,,,HERO
Matt Cavotta,4.0,True,4.0,,"[40, 400, 5, 50]",,HORDE,Spellbreakers can rip enchantments from magic-wielders.  The process is painless and can be performed on an outpatient basis.,3.0,,,EX1_048,['BATTLECRY'],Spellbreaker,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_NONSELF_TARGET': 0, 'REQ_MINION_TARGET': 0}",NEUTRAL,,COMMON,EXPERT1,,<b>Silence</b> a minion.,<b>Battlecry:</b> <b>Silence</b> a minion.,MINION
Jomaro Kindred,3.0,True,5.0,,"[1600, 3200, 400, 1600]",,,PREPARE PARTY SERVOS FOR IMMEDIATE DEPLOYMENT.,4.0,,,GVG_119,['BATTLECRY'],Blingtron 3000,,,NEUTRAL,MECHANICAL,LEGENDARY,GVG,,,<b>Battlecry:</b> Equip a random weapon for each player.,MINION
Hideaki Takamura,,True,4.0,,"[100, 800, 20, 100]",,,"""Look, it's not just about waving daggers around really fast.  It's a lot more complicated than that."" - Shan, Rogue Trainer",,,,CS2_233,,Blade Flurry,,{'REQ_WEAPON_EQUIPPED': 0},ROGUE,,RARE,EXPERT1,,,Destroy your weapon and deal its damage to all enemy minions.,SPELL
John Polidora,7.0,True,5.0,,"[40, 400, 5, 50]",,HORDE,No Job is too big.  No fee is too big.,6.0,,,CS2_227,['AURA'],Venture Co. Mercenary,,,NEUTRAL,,COMMON,EXPERT1,,,Your minions cost (3) more.,MINION
Aleksi Briclot,7.0,True,7.0,,"[1600, 3200, 400, 1600]",,,Mimiron likes to take the Flame Leviathan out on some sweet joyrides.,7.0,,,GVG_007,['TOPDECK'],Flame Leviathan,,,MAGE,MECHANICAL,LEGENDARY,GVG,,,"When you draw this, deal 2 damage to all characters.",MINION
Raymond Swanland,,True,1.0,,"[400, 1600, 100, 400]",,,"""What is a better weapon? The sharp one your enemies expect, or the blunt one they ignore?"" - The Art of Warrior, Chapter 9",,,,EX1_410,,Shield Slam,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",WARRIOR,,EPIC,EXPERT1,,,Deal 1 damage to a minion for each Armor you have.,SPELL
Matt Gaser,5.0,True,3.0,,,,,"He likes to think he is powerful, but pretty much anyone can solo Molten Core now.",1.0,,Unlocked at Shaman Level 51.,CS2_118,,Magma Rager,,,NEUTRAL,,FREE,CORE,,,,MINION
Jakub Kasber,1.0,True,1.0,,"[40, 400, 5, 50]",,,He has a poor understanding of the law of diminishing returns.,2.0,,,OG_070,['COMBO'],Bladed Cultist,,,ROGUE,,COMMON,OG,,,<b>Combo:</b> Gain +1/+1.,MINION
Paul Mafayon,2.0,True,4.0,,"[40, 400, 5, 50]",,,"He thought the set was called ""Flippers of the Old Cods"" and hungrily volunteered to be in it.  He is definitely going to get his hearing checked.",6.0,,,OG_218,"['ENRAGED', 'TAUNT']",Bloodhoof Brave,,,WARRIOR,,COMMON,OG,,,"<b>Taunt</b>
<b>Enrage:</b> +3 Attack.",MINION
Matt Dixon,5.0,True,5.0,,"[1600, 3200, 400, 1600]",,,“That belongs in the Hall of Explorers!”,4.0,,,EX1_558,['BATTLECRY'],Harrison Jones,,,NEUTRAL,,LEGENDARY,EXPERT1,,,<b>Battlecry:</b> Destroy your opponent's weapon and draw cards equal to its Durability.,MINION
Steve Hui,,True,3.0,,,,,"If you Hex a Murloc... it really isn't much of a change, is it?",,Unlocked at Level 1.,Unlocked at Level 47.,EX1_246,,Hex,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",SHAMAN,,FREE,CORE,,,Transform a minion into a 0/1 Frog with <b>Taunt</b>.,SPELL
Samwise,3.0,True,2.0,,"[40, 400, 5, 50]",,,Adorable.  Immune to Magic.  Doesn't pee on the rug.  The perfect pet!,2.0,,,NEW1_023,"['CANT_BE_TARGETED_BY_SPELLS', 'CANT_BE_TARGETED_BY_HERO_POWERS']",Faerie Dragon,,,NEUTRAL,DRAGON,COMMON,EXPERT1,,,Can't be targeted by spells or Hero Powers.,MINION
Howard Lyon,,True,2.0,,,,,This spell is much better than Arcane Implosion.,,Unlocked at Level 1.,Unlocked at Level 28.,CS2_025,,Arcane Explosion,,,MAGE,,FREE,CORE,,,Deal $1 damage to all enemy minions.,SPELL
Jaemin Kim,7.0,True,6.0,,"[100, 800, 20, 100]",,,"Just before he comes into play, there is an AWESOME training montage with C'Thun.",6.0,,,OG_339,"['BATTLECRY', 'RITUAL']",Skeram Cultist,,,NEUTRAL,,RARE,OG,,,<b>Battlecry:</b> Give your C'Thun +2/+2 <i>(wherever it is).</i>,MINION
Kan Liu,8.0,True,8.0,,"[1600, 3200, 400, 1600]",,,"That's short for ""Anomnomnomnomalus"".",6.0,,,OG_120,['DEATHRATTLE'],Anomalus,,,MAGE,,LEGENDARY,OG,,,<b>Deathrattle:</b> Deal 8 damage to all minions.,MINION
Ron Spears,3.0,True,4.0,,"[40, 400, 5, 50]",,,"Menu:  Funnel cakes, carrots, popcorn, jormungar steaks.  It's hard serving a diverse clientele.",5.0,,,AT_111,['BATTLECRY'],Refreshment Vendor,,,NEUTRAL,,COMMON,TGT,,,<b>Battlecry:</b> Restore 4 Health to each hero.,MINION
Samwise,4.0,True,3.0,,"[100, 800, 20, 100]",,HORDE,"He claims it is an old war wound, but we think he just cut himself shaving.",7.0,,,CS2_181,['BATTLECRY'],Injured Blademaster,,,NEUTRAL,,RARE,EXPERT1,,,<b>Battlecry:</b> Deal 4 damage to HIMSELF.,MINION
Zoltan & Gabor,,True,4.0,,"[100, 800, 20, 100]",,,"""If you only use one ability, use Mortal Strike."" - The Warrior Code, Line 6",,,,EX1_408,,Mortal Strike,,{'REQ_TARGET_TO_PLAY': 0},WARRIOR,,RARE,EXPERT1,,,"Deal $4 damage. If you have 12 or less Health, deal $6 instead.",SPELL
Matt Dixon,4.0,True,2.0,,,,,Warlocks have it pretty good.,3.0,Unlocked at Level 1.,Unlocked at Level 40.,EX1_306,['BATTLECRY'],Succubus,,,WARLOCK,DEMON,FREE,CORE,,,<b>Battlecry:</b> Discard a random card.,MINION
Vance Kovacs,,True,4.0,,,,,"There was going to be a pun in this flavor text, but it just came out baa-d.",,Unlocked at Level 1.,Unlocked at Level 47.,CS2_022,,Polymorph,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",MAGE,,FREE,CORE,,,Transform a minion into a 1/1 Sheep.,SPELL
Steve Prescott,,True,9.0,,"[400, 1600, 100, 400]",,,Healing: It grows on trees!,,,,GVG_033,,Tree of Life,,,DRUID,,EPIC,GVG,,,Restore all characters to full Health.,SPELL
Dan Scott,4.0,True,4.0,,"[100, 800, 20, 100]",,,"Will be really useful in the new ""Hearthémon"" game.",5.0,,,OG_328,['BATTLECRY'],Master of Evolution,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_FRIENDLY_TARGET': 0, 'REQ_MINION_TARGET': 0}",SHAMAN,,RARE,OG,,,<b>Battlecry:</b> Transform a friendly minion into a random one that costs (1) more.,MINION
Guangjian Huang,0.0,True,2.0,,"[100, 800, 20, 100]",,,You can usually find these at the totemist's market on Saturdays.,3.0,,,GVG_039,,Vitality Totem,,,SHAMAN,TOTEM,RARE,GVG,,,"At the end of your turn, restore 4 Health to your hero.",MINION
Jesper Esjing,6.0,True,5.0,,"[100, 800, 20, 100]",,,"Not so much ""corrupted"" as ""has terrible aim"".",6.0,,,OG_147,['DEATHRATTLE'],Corrupted Healbot,,,NEUTRAL,MECHANICAL,RARE,OG,,,<b>Deathrattle:</b> Restore 8 Health to the enemy hero.,MINION
Anton Zemskov,,True,3.0,,"[100, 800, 20, 100]",,,The best part is the look on their face when you jump out of the cake! Err… corpse.,,,,OG_045,,Infest,,,HUNTER,,RARE,OG,,,"Give your minions ""<b>Deathrattle:</b> Add a random Beast to your hand.""",SPELL
Alex Horley Orlandelli,,True,1.0,,"[40, 400, 5, 50]",,,"The trick is not to break the lance.  Otherwise, you have ""Ice Pieces.""  Ice Pieces aren't as effective.",,,,CS2_031,['FREEZE'],Ice Lance,,{'REQ_TARGET_TO_PLAY': 0},MAGE,,COMMON,EXPERT1,,,"<b>Freeze</b> a character. If it was already <b>Frozen</b>, deal $4 damage instead.",SPELL
Jason Chan,,True,2.0,,"[40, 400, 5, 50]",,,The walrus of Light restores EIGHT Health.,,,,GVG_057,,Seal of Light,,,PALADIN,,COMMON,GVG,,,Restore #4 Health to your hero and gain +2 Attack this turn.,SPELL
Matt Dixon,4.0,True,6.0,,"[100, 800, 20, 100]",,,"He used to run the black market auction house, but there was just too much violence and he had to move.",4.0,,,EX1_095,,Gadgetzan Auctioneer,,,NEUTRAL,,RARE,EXPERT1,,,"Whenever you cast a spell, draw a card.",MINION
Jim Nelson,3.0,True,5.0,,,,,He mostly watches light romantic comedies.,6.0,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",KAR_037,['BATTLECRY'],Avian Watcher,,,NEUTRAL,,RARE,KARA,,,"<b>Battlecry:</b> If you control a <b>Secret</b>, gain +1/+1
and <b>Taunt</b>.",MINION
Jonboy Meyers,1.0,True,1.0,,,,,"In a world where you can run to a spirit healer and resurrect yourself, Undertakers do pretty light business.",2.0,"Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",FP1_028,,Undertaker,,,NEUTRAL,,COMMON,NAXX,,,"Whenever you summon a minion with <b>Deathrattle</b>, gain +1 Attack.",MINION
Alex Horley Orlandelli,5.0,True,9.0,,"[1600, 3200, 400, 1600]",,,"Yes, he's a demigod. No, he doesn't need to wear a shirt.",8.0,,,EX1_573,['CHOOSE_ONE'],Cenarius,,,DRUID,,LEGENDARY,EXPERT1,,,<b>Choose One</b> - Give your other minions +2/+2; or Summon two 2/2 Treants with <b>Taunt</b>.,MINION
Frank Cho,,True,1.0,,,,,"There's something about this strike that just feels off.  Sinister, even.",,Unlocked at Level 1.,Unlocked at Level 15.,CS2_075,,Sinister Strike,,,ROGUE,,FREE,CORE,,,Deal $3 damage to the enemy hero.,SPELL
Matt Dixon,1.0,True,1.0,,,"['CS2_034', 'DS1h_292', 'CS2_101', 'CS1h_001', 'CS2_102', 'CS2_083b', 'CS2_049', 'CS2_017', 'CS2_056', 'CS2_102_H1', 'CS2_034_H1', 'CS2_101_H1', 'DS1h_292_H1', 'CS2_034_H2', 'CS2_049_H1']",,"In addition to fluent Common, he also speaks fourteen dialects of 'mrgl'.",3.0,"Unlocked in The Ruined City, in the League of Explorers adventure.","Crafting unlocked in The Ruined City, in the League of Explorers adventure.",LOE_076,['BATTLECRY'],Sir Finley Mrrgglton,,,NEUTRAL,MURLOC,LEGENDARY,LOE,,,<b>Battlecry: Discover</b> a new basic Hero Power.,MINION
Mike Sass,7.0,True,6.0,,"[1600, 3200, 400, 1600]",,,Apparently it really was just a flesh wound.,4.0,,,AT_128,['DEATHRATTLE'],The Skeleton Knight,,,NEUTRAL,,LEGENDARY,TGT,,,"<b>Deathrattle:</b> Reveal a minion in each deck. If yours costs more, return this to your hand.",MINION
Nate Bowden,5.0,True,4.0,,,,,"Originally he was called ""Anub'ar Guy who bounces a guy back to your hand"", but it lacked a certain zing.",5.0,"Unlocked in The Arachnid Quarter, in the Naxxramas adventure.","Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",FP1_026,['DEATHRATTLE'],Anub'ar Ambusher,,,ROGUE,,COMMON,NAXX,,,<b>Deathrattle:</b> Return a random friendly minion to your hand.,MINION
Zoltan & Gabor,2.0,True,3.0,,"[40, 400, 5, 50]",,,He doesn't even get Sundays off.  Every day he's hostling.,4.0,,,AT_075,['AURA'],Warhorse Trainer,,,PALADIN,,COMMON,TGT,,,Your Silver Hand Recruits have +1 Attack.,MINION
Luca Zontini,,True,5.0,,,,,blaarghghLLGHRHARAAHAHHH!!,,Unlocked at Level 2.,Unlocked at Level 40.,CS2_046,,Bloodlust,,,SHAMAN,,COMMON,CORE,,,Give your minions +3 Attack this turn.,SPELL
Glenn Rane,5.0,True,4.0,,"[400, 1600, 100, 400]",,,"Mannoroth, Magtheridon, and Brutallus may be dead, but it turns out there are a LOT of pit lords.",6.0,,,EX1_313,['BATTLECRY'],Pit Lord,,,WARLOCK,DEMON,EPIC,EXPERT1,,,<b>Battlecry:</b> Deal 5 damage to your hero.,MINION
Howard Lyon,2.0,True,6.0,,,,,"Maexxna gets super mad when people introduce her as ""Maxina"" or ""Maxxy"".",8.0,"Unlocked in The Arachnid Quarter, in the Naxxramas adventure.","Crafting unlocked in The Arachnid Quarter, in the Naxxramas adventure.",FP1_010,['POISONOUS'],Maexxna,,,NEUTRAL,BEAST,LEGENDARY,NAXX,,,Destroy any minion damaged by this minion.,MINION
